subject,trial,score,correct,r_att_envelope,r_ign_envelope,diff_envelope,r_att_onset,r_ign_onset,diff_onset
sub-011,0,0.18605637642412276,True,0.12974934488688608,-0.06686865199555708,0.19661799688244316,0.13485202068699517,-0.04064273527880723,0.17549475596580238
sub-011,1,0.16804325330866055,True,0.1531360118356132,-0.08647824913717737,0.2396142609727906,0.09048415380739427,-0.005988091837136203,0.09647224564453048
sub-011,2,0.06790528646842102,True,0.043627791547928625,-0.024992570438973283,0.06862036198690191,0.1298292994321304,0.06263908848219027,0.06719021094994013
sub-011,3,0.06888766502419849,True,0.09916467623427769,0.026442172184177475,0.07272250405010021,0.13275486416392548,0.06770203816562871,0.06505282599829677
sub-011,4,0.007977738821566955,True,0.09038726522773748,0.05331781516320278,0.037069450064534694,0.08059612085883296,0.10171009328023374,-0.021113972421400784
sub-011,5,0.04466097881591709,True,-0.0017998551090765455,-0.04589294970748393,0.044093094598407385,0.012342408673578015,-0.03288645435984878,0.0452288630334268
sub-011,6,0.19761754696742134,True,0.19870862552182195,0.011136733667946931,0.18757189185387502,0.22204132627075454,0.014378124189786892,0.20766320208096764
sub-011,7,0.12052367188866459,True,0.09165830088943179,0.004609977638092069,0.08704832325133972,0.14685896779842744,-0.007140052727562006,0.15399902052598946
sub-011,8,0.08394331705456445,True,0.10294453385472233,0.02699887850036951,0.07594565535435281,0.0862011242393404,-0.005739854515435698,0.0919409787547761
sub-011,9,0.11174644825570115,True,0.2023961620458373,0.03864244133479375,0.16375372071104355,0.13557972475513758,0.07584054895477883,0.05973917580035874
sub-011,10,0.044492970014608446,True,0.08158946651387117,0.001201557272119324,0.08038790924175185,0.06285547692507398,0.054257446137608946,0.008598030787465037
sub-011,11,0.07829907634680061,True,0.08052558755798464,-0.01654081623198555,0.0970664037899702,0.05077028005912075,-0.008761468844510267,0.05953174890363102
sub-011,12,0.05060238953931957,True,-0.0035572473720764226,-0.022849076659928625,0.019291829287852204,0.09255173729329758,0.010638787502510636,0.08191294979078693
sub-011,13,0.06735555599150646,True,0.11703468419525495,0.056890367408918535,0.060144316786336416,0.11564843526707355,0.041081640070397045,0.0745667951966765
sub-011,14,0.0894111227349091,True,0.08719012546427593,0.025193547785247017,0.061996577679028914,0.08434882878121487,-0.032476839009574425,0.11682566779078929
sub-011,15,0.07852382852712814,True,0.10050592430164094,-0.02599686034051276,0.1265027846421537,0.05148831700026485,0.020943444588162264,0.030544872412102585
sub-011,16,-0.0059262756697944785,False,0.04802545119994914,0.07835571288703365,-0.03033026168708451,0.08995113332527975,0.0714734229777842,0.018477710347495555
sub-011,17,0.13545283498575,True,0.10177639431853448,-0.036772577401045156,0.13854897171957964,0.13317067159111753,0.0008139733391971563,0.13235669825192037
sub-011,18,0.16471577672808807,True,0.15346766593696465,-0.0033633916212226665,0.15683105755818733,0.19768205685753693,0.025081560959548107,0.17260049589798881
sub-011,19,0.11573685433280553,True,0.13284317833025733,0.04928910907872063,0.08355406925153669,0.15846725010804869,0.010547610693974297,0.14791963941407438
sub-011,20,0.14262856344269859,True,0.08828510802973939,-0.08353281773654206,0.17181792576628147,0.12204468540103922,0.008605484281923502,0.1134392011191157
sub-011,21,0.09358921322734765,True,0.11832805993466543,0.017932295506571716,0.10039576442809371,0.17741083207767291,0.09062817005107135,0.08678266202660156
sub-011,22,0.08426190067454932,True,0.07250463198971052,-0.027221398805224343,0.09972603079493486,0.09149163711757262,0.022693866563408844,0.06879777055416378
sub-011,23,0.07244310852680091,True,0.03477966063517046,-0.038197758378834476,0.07297741901400494,0.060100398581406735,-0.011808399458190176,0.0719087980395969
sub-011,24,0.025391097443887695,True,0.04152229692325747,0.002296233461774755,0.03922606346148272,0.043385392436472374,0.0318292610101797,0.011556131426292672
sub-011,25,0.05916265369235213,True,0.08929999009162937,0.04847392876885597,0.040826061322773395,0.10120463203936408,0.02370538597743321,0.07749924606193087
sub-011,26,-0.005324883641750249,False,0.061344048899558246,0.0322595753005909,0.029084473598967348,0.032212952742085084,0.07194719362455293,-0.039734240882467846
sub-011,27,0.09383228162909575,True,0.1117739838304114,-0.014552322338521493,0.1263263061689329,0.06741517184348038,0.006076914754221773,0.06133825708925861
sub-011,28,0.059137684557634546,True,0.09652906166710998,-0.037138434559872716,0.1336674962269827,0.012617331602209556,0.02800945871392317,-0.015392127111713616
sub-011,29,0.12048824201609377,True,0.17283967518279436,-0.019342100310966327,0.1921817754937607,0.09760128704438359,0.04880657850595673,0.04879470853842686
sub-011,30,0.07725713974504637,True,0.0650476963613409,-0.06887195514688606,0.13391965150822696,0.048718862736555076,0.028124234754689278,0.020594627981865798
sub-011,31,0.06513971080028064,True,0.09011564151451276,-0.010307991134450646,0.10042363264896341,0.04505304420819023,0.015197255256592351,0.029855788951597878
