subject,trial,score,correct,r_att_envelope,r_ign_envelope,diff_envelope,r_att_onset,r_ign_onset,diff_onset
sub-037,0,0.10936401810804888,True,0.15606265053122884,0.023170141573013003,0.13289250895821583,0.15878043013870397,0.07294490288082205,0.08583552725788192
sub-037,1,0.1458907988867608,True,0.21484906748363772,0.0663263751439777,0.14852269233966003,0.2197885733170415,0.07652966788317994,0.14325890543386155
sub-037,2,0.07869518784775473,True,0.12631676599996827,0.02643198940609327,0.099884776593875,0.14236213984098312,0.08485654073934865,0.05750559910163447
sub-037,3,0.027117202539315127,True,0.12370693955214265,0.07146378732783565,0.052243152224307005,0.1326729253511016,0.13068167249677834,0.00199125285432325
sub-037,4,0.08064117082590538,True,0.11584951383329992,0.03406502301790422,0.0817844908153957,0.11646564889218426,0.03696779805576919,0.07949785083641507
sub-037,5,0.2080574435444424,True,0.1958547422544488,-0.020438122845284436,0.21629286509973322,0.22063082760002298,0.020808805610871412,0.19982202198915155
sub-037,6,0.09413712510397451,True,0.15547442147865095,0.04665087029633973,0.10882355118231123,0.1725781309404487,0.0931274319148109,0.07945069902563778
sub-037,7,0.05826804486029093,True,0.05693525015654911,-0.005431333386706054,0.06236658354325516,0.10223814384820878,0.04806863767088209,0.054169506177326694
sub-037,8,0.12158441484834318,True,0.1442934545653194,0.023499006066215695,0.1207944484991037,0.15156891026403876,0.02919452906645613,0.12237438119758264
sub-037,9,0.018063172363099414,True,0.0899262614395507,0.08458560443260797,0.005340657006942723,0.1297716256919479,0.09898593797269178,0.030785687719256105
sub-037,10,0.0006643592444477153,True,0.12416173870779769,0.12329888837287727,0.0008628503349204231,0.16032026842110933,0.15985440026713432,0.0004658681539750076
sub-037,11,0.009571816608297458,True,0.13743234475950994,0.11210450218925766,0.02532784257025228,0.11934841106596401,0.12553262041962138,-0.006184209353657363
sub-037,12,0.04471755004875699,True,0.06858057848025745,0.06031322347204892,0.008267355008208528,0.1587970733365285,0.07762932824722305,0.08116774508930547
sub-037,13,0.05460445621021314,True,0.11777915200427042,-0.001137281665483794,0.11891643366975421,0.0730582826785555,0.08276580392788344,-0.00970752124932793
sub-037,14,-0.04298318297857003,False,0.10523453319358507,0.15078197223059966,-0.045547439037014595,0.11063784776165592,0.15105677468178139,-0.04041892692012547
sub-037,15,0.08824900314024661,True,0.11106831194525796,0.032639358801533874,0.07842895314372408,0.13913295758121597,0.04106390444444681,0.09806905313676915
sub-037,16,0.09152727395524445,True,0.12295872832172806,0.027816755331286927,0.09514197299044114,0.11490870306804407,0.026996128147996318,0.08791257492004775
sub-037,17,0.10860291758381882,True,0.17245812651051917,0.06793581750282411,0.10452230900769506,0.20652917642865634,0.09384565026871376,0.11268352615994258
sub-037,18,0.0786430283149934,True,0.12624705833861596,0.04824304889165816,0.0780040094469578,0.1680741974819961,0.0887921502989671,0.07928204718302899
sub-037,19,0.12936592511599648,True,0.11263750104034051,-0.012572211105808941,0.12520971214614945,0.18617478827639827,0.05265265019055473,0.13352213808584354
sub-037,20,0.13489580708724605,True,0.1417524658809526,-0.0014456491947086214,0.14319811507566124,0.17612358845966,0.04953008936082914,0.12659349909883086
sub-037,21,0.033609334944033585,True,0.1320143650172339,0.08547909953662516,0.04653526548060874,0.1284154855525651,0.10773208114510667,0.02068340440745843
sub-037,22,0.08167459468551488,True,0.13513091447916697,0.025402501543227908,0.10972841293593907,0.1256662880062556,0.07204551157116489,0.05362077643509071
sub-037,23,0.021243131340368517,True,0.05571550971792461,0.061593466515098595,-0.005877956797173983,0.13585875044981485,0.08749453097190384,0.048364219477911016
sub-037,24,0.13922616573215457,True,0.14094865006954785,0.013231808113586074,0.12771684195596178,0.14870517435702613,-0.0020303151513212415,0.15073548950834736
sub-037,25,0.11891879778267798,True,0.10984177075376514,0.0007888326575568617,0.10905293809620828,0.08948721428176605,-0.039297443187381625,0.1287846574691477
sub-037,26,0.16680666292848048,True,0.2008861459852752,0.005803803056354938,0.19508234292892027,0.17020841092626401,0.03167742799822331,0.1385309829280407
sub-037,27,0.13763023747196473,True,0.1691971389254274,0.024696038589414323,0.14450110033601307,0.1281474451608817,-0.002611929447034668,0.13075937460791637
sub-037,28,0.0773093640120017,True,0.1600262104106324,0.05294453833457841,0.10708167207605399,0.11300081565166613,0.06546375970371672,0.04753705594794941
sub-037,29,0.19845172354701346,True,0.17536941880868706,-0.05276076978863399,0.22813018859732104,0.16379418002367258,-0.004979078473033309,0.16877325849670588
sub-037,30,0.14441465641488105,True,0.15081187250049866,0.0053659632657573585,0.1454459092347413,0.18252105025350235,0.03913764665848153,0.14338340359502083
sub-037,31,0.14041736272934274,True,0.17334193032486925,0.04190906142634774,0.13143286889852152,0.19082253129658303,0.04142067473641908,0.14940185656016394
