subject,trial,score,correct,r_att_envelope,r_ign_envelope,diff_envelope,r_att_onset,r_ign_onset,diff_onset
sub-008,0,0.10219108774868553,True,0.1486410277214259,0.018081260384206068,0.13055976733721983,0.12457071120004616,0.050748303039894936,0.07382240816015123
sub-008,1,0.08394510584161471,True,0.16469773992231,0.08033518971792736,0.08436255020438263,0.1326768526088385,0.04914919112999171,0.08352766147884678
sub-008,2,0.06119129812582009,True,0.08647326908904014,0.014074323039966858,0.07239894604907328,0.09251874388154145,0.04253509367897455,0.0499836502025669
sub-008,3,-0.02581972305931053,False,0.05608018171360791,0.0788912533983846,-0.02281107168477669,0.04546140946963289,0.07428978390347726,-0.028828374433844374
sub-008,4,0.06567555827876403,True,0.10851740104240326,0.06623372913247545,0.04228367190992781,0.12436336510500637,0.03529592045740613,0.08906744464760025
sub-008,5,0.12149544816870225,True,0.1126137113895582,-0.0014925084167927863,0.11410621980635098,0.1334247633930086,0.004540086861955049,0.12888467653105354
sub-008,6,0.1334927472207721,True,0.10051985275922547,-0.021544023183741278,0.12206387594296675,0.12280416163493701,-0.02211745686364041,0.14492161849857743
sub-008,7,0.07461556938485704,True,0.11539973949320863,0.016522091050799086,0.09887764844240954,0.09065354128302398,0.04030005095571943,0.05035349032730455
sub-008,8,0.06192015027773928,True,0.11007921734248359,0.01579763400017407,0.09428158334230952,0.07938780080454728,0.04982908359137823,0.029558717213169057
sub-008,9,0.06363658119206861,True,0.11281402477665671,0.05256978275404046,0.06024424202261625,0.0937487444408183,0.02671982407929734,0.06702892036152096
sub-008,10,-0.05333110643176048,False,0.03462190878672272,0.10418030903489847,-0.06955840024817575,0.05675929618045601,0.09386310879580122,-0.037103812615345205
sub-008,11,-0.06733236303984975,False,0.03436516368588152,0.09663715643285015,-0.062271992746968624,0.003974877109807368,0.07636761044253826,-0.07239273333273089
sub-008,12,0.15870080923123,True,0.14191757926125012,-0.024709192347359285,0.1666267716086094,0.11229565327870682,-0.0384791935751438,0.15077484685385062
sub-008,13,0.041564011076203285,True,0.08957268934622609,0.05729566732831379,0.0322770220179123,0.12360417622084208,0.0727531760863478,0.05085100013449427
sub-008,14,0.036492910455295825,True,0.09281961344155909,0.0644677453674219,0.028351868074137185,0.09492081002918738,0.05028685719273292,0.044633952836454466
sub-008,15,-0.009645443503455212,False,0.0984312183485144,0.08291593680236325,0.015515281546151144,0.05840693570417496,0.09321310425723653,-0.03480616855306157
sub-008,16,0.16435650702494953,True,0.1280566358816778,-0.037760017028025554,0.16581665290970335,0.1276014080994701,-0.035294953040725635,0.16289636114019573
sub-008,17,0.010061323984568103,True,0.03300190966492287,0.020744048481464803,0.012257861183458067,0.05393280782414357,0.04606802103846543,0.00786478678567814
sub-008,18,0.10216317352600224,True,0.1541264797646375,0.03546562026622581,0.1186608594984117,0.13902896744814808,0.05336347989455529,0.0856654875535928
sub-008,19,0.025577069346307026,True,0.06129952117195556,0.020433976681938526,0.04086554449001703,0.04287492698495938,0.03258633278236236,0.01028859420259702
sub-008,20,0.12968173165223024,True,0.1343166323225885,0.006719262932684895,0.1275973693899036,0.11731005262884446,-0.014456041285712443,0.1317660939145569
sub-008,21,0.05038404260974492,True,0.115154771302641,0.07050854530380155,0.04464622599883945,0.10416539517773919,0.04804353595708881,0.05612185922065038
sub-008,22,0.079484355632518,True,0.09051662249151997,0.04879570747344566,0.04172091501807431,0.11859266472326951,0.0013448684763078184,0.1172477962469617
sub-008,23,0.008179584757805405,True,0.09284258904655168,0.11187803957177672,-0.01903545052522504,0.0956239454537183,0.06022932541288245,0.03539462004083585
sub-008,24,0.06283250211646968,True,0.1417483003526744,0.0597819421477097,0.0819663582049647,0.1342696439992747,0.09057099797130007,0.043698646027974644
sub-008,25,0.1529890184109644,True,0.15025877847504818,0.014664951772861085,0.1355938267021871,0.16509238913376978,-0.005291820985971973,0.17038421011974175
sub-008,26,0.03879651511074777,True,0.03888711177381099,0.04654913675958397,-0.0076620249857729805,0.1321416664523873,0.046886611245118795,0.08525505520726852
sub-008,27,0.1027625849204823,True,0.1268967933744758,-0.00387113599631142,0.1307679293707872,0.10279899765728935,0.02804175718711196,0.0747572404701774
sub-008,28,0.12196006180812984,True,0.07933154623709283,-0.07479734687286291,0.15412889310995576,0.04813192691751239,-0.04165930358879152,0.08979123050630392
sub-008,29,0.04876109994572346,True,0.09074186124163726,0.034978539150586345,0.055763322091050914,0.062483142017296905,0.020724264216900896,0.04175887780039601
sub-008,30,0.05542537337349034,True,0.10204679165743184,0.04310946288773793,0.05893732876969391,0.09380281291219567,0.04188939493490889,0.051913417977286776
sub-008,31,0.052516989780341486,True,0.05254481948099885,-0.009793757401134034,0.06233857688213289,0.05721957442457252,0.014524171746022434,0.042695402678550085
