term,estimate,SE,ci_low,ci_high,p_value
Intercept,0.08154235385713804,0.006394098022723624,0.06901015201898096,0.09407455569529512,3.0092656776614893e-37
group_HI,0.002443349781730892,0.00904262014287874,-0.015279860024187873,0.02016655958764966,0.7870035155982164
