term,estimate,std_error,conf_low,conf_high,z_stat,df,p_value
(Intercept),2.436533942488567,0.254091765432403,1.9385232334728577,2.934544651504276,9.589188922915989,inf,8.878015414211689e-22
group_HI,0.165913761234737,0.35332695922045354,-0.5265943536044041,0.8584218760738781,0.469575719896362,inf,0.6386581749775897
