group_HI,prob,SE,df,asymp_LCL,asymp_UCL
0,0.919571110438299,0.01879264813355875,inf,0.8741898155055697,0.9495279213820884
1,0.9310189436671363,0.016764200687421082,inf,0.8900090469988078,0.9574690722337754
