term,estimate,std_error,conf_low,conf_high,z_stat,df,p_value
(Intercept),-0.007815528684109415,0.11216580098502325,-0.22765645891184227,0.21202540154362343,-0.069678356642351,inf,0.9444496688013488
group_HI,0.00789293165789931,0.1584971049762786,-0.30275568574947087,0.31854154906526955,0.04979858565290894,inf,0.9602828937719906
