group_HI,prob,SE,df,asymp_LCL,asymp_UCL
0,0.49804612777457735,0.028041022040223802,inf,0.4433304274659861,0.5528086650003384
1,0.5000193507434377,0.02799554909722852,inf,0.44536806295501774,0.554670176167053
