group_HI,prob,SE,df,asymp_LCL,asymp_UCL
0,0.9156419659620217,0.019370104972875394,inf,0.8691029426019898,0.9466502472515033
1,0.9461208107634158,0.013982932961191212,inf,0.9111697424671756,0.9678059532135301
