term,estimate_log_odds,SE,z,p_value,odds_ratio,ci_low_log_odds,ci_high_log_odds,ci_low_odds_ratio,ci_high_odds_ratio
(Intercept),2.9409877618173943,0.2828489042020135,10.397734331390275,2.5389828826115692e-25,18.934539893869157,2.386603909581448,3.4953716140533406,10.876493594655141,32.96253501851945
pipelineenvelope_onsets,-0.2550362761624859,0.19472895803385268,-1.3096987666218043,0.19029776099869314,0.7748883874741612,-0.6367050339088371,0.1266324815838653,0.5290327002013772,1.134999807788333
groupNH,-0.49010742414698477,0.3840444563449366,-1.2761736722135777,0.2018941332338474,0.6125605868513121,-1.2428345585830605,0.262619710289091,0.2885651028835416,1.3003321219858608
pipelineenvelope_onsets:groupNH,0.286830618934982,0.26202427216406143,1.0946719422824638,0.2736603849907851,1.3321985451558513,-0.22673695450657844,0.8003981923765424,0.7971304362835953,2.226427298385032
