term,estimate,SE,df,t,p_value,ci_low,ci_high
(Intercept),0.0927784119467555,0.006583278296056707,50.09300402857261,14.093041152814168,4.640001140343308e-19,0.07987518648648435,0.10568163740702664
pipelineenvelope_onsets,-0.008792708307883592,0.0033000964061486943,2772.000002178373,-2.664379225861747,0.007757739361097435,-0.015260897263935033,-0.002324519351832151
groupNH,-0.0031821979765248947,0.009310161451159812,50.09300402719873,-0.3417983665716638,0.7339324388167796,-0.021430114420798126,0.015065718467748337
pipelineenvelope_onsets:groupNH,0.0007388481947900871,0.004667041094714193,2772.0000022449394,0.1583119110793546,0.8742225543927186,-0.008408552350849731,0.009886248740429905
